id,title,genres,keywords,overview,vote_average,vote_count,release_date,runtime,top_cast,director,movieId,imdbId,tmdbId
35169,Furry Vengeance,['Comedy'],"['bear', 'animal', 'aftercreditsstinger', 'duringcreditsstinger', 'real estate', 'land developer', 'real estate developer']","When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",4.6,149,2010-04-02,92.0,"['Brendan Fraser', 'Ken Jeong', 'Brooke Shields']",Roger Kumble,77820,492389,35169
118957,Bait,"['Action', 'Horror', 'Thriller']","['drowning', 'supermarket', 'shark attack', 'australian', 'flooding', 'australia', 'tsunami', 'gore', 'shark', 'flood', '3d']",A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,5.3,191,2012-09-05,93.0,"['Sharni Vinson', 'Phoebe Tonkin', 'Julian McMahon']",Kimble Rendall,97966,1438173,118957
849,Krull,"['Fantasy', 'Action', 'Adventure']","['kingdom', 'lightsaber', 'cult favorite', 'dead body', 'magical object', 'fortress', 'doppelganger', 'cyclops', 'changeling']",A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,5.8,129,1983-07-29,117.0,"['Ken Marshall', 'Lysette Anthony', 'Francesca Annis']",Peter Yates,4275,85811,849
4515,Lions for Lambs,"['Action', 'Adventure', 'Drama', 'History']","['journalist', 'terrorist', 'war against terror', 'externally controlled action', 'manipulation', 'propaganda', 'manipulation of the media', 'future', 'afghanistan', 'political negotiations', 'war', 'past', 'war in afghanistan']","Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",6.0,216,2007-10-22,92.0,"['Robert Redford', 'Meryl Streep', 'Tom Cruise']",Robert Redford,55946,891527,4515
18886,Flight of the Intruder,"['Action', 'Adventure', 'Drama', 'Thriller']","['bomber', 'vietnam war', 'u.s. navy', 'aviation', 'combat', 'bombing']","U.S. Navy pilot Lt. Jake Grafton and his bombardier buddy, Lt. Cmdr. Virgil Cole, are two soldiers embedded in the Vietnam War growing frustrated by the military's constraints on their missions. Despite the best efforts of their commanding officer, Cmdr. Frank Camparelli, to re-engage them, this disillusioned pair decide to take the war effort into their own hands with an explosive battle plan that could well get them court-martialed.",5.7,31,1991-01-18,115.0,"['Danny Glover', 'Willem Dafoe', 'Brad Johnson']",John Milius,6518,99587,18886
6575,Walk Hard: The Dewey Cox Story,"['Comedy', 'Music']","['music record', 'rock and roll', 'pop', 'hip-hop', 'fab four', 'blues', 'pop star', 'rapper', 'record producer', 'rock', 'music', 'music instrument', 'wedding', 'extramarital affair', 'aftercreditsstinger']",Singer Dewey Cox overcomes adversity to become a musical legend.,6.6,212,2007-12-21,96.0,"['John C. Reilly', 'Jenna Fischer', 'Tim Meadows']",Jake Kasdan,56805,841046,6575
6440,The Shipping News,"['Drama', 'Romance']","['sex', 'adultery', 'based on novel', 'fishing', 'isolation', 'kidnapping', 'newfoundland', 'survival', 'reporter', 'drunk']",An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,6.4,108,2001-12-18,111.0,"['Kevin Spacey', 'Julianne Moore', 'Cate Blanchett']",Lasse Hallström,5016,120824,6440
13496,American Outlaws,"['Action', 'Western']","['sheriff', 'horse', 'outlaw', 'jesse james', 'cole younger']","When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jessie James.",5.7,55,2001-08-17,94.0,"['Colin Farrell', 'Scott Caan', 'Ali Larter']",Les Mayfield,4721,244000,13496
18320,The Young Victoria,"['Drama', 'History', 'Romance']","['royal family', 'biography', 'royalty', 'period drama', 'queen victoria', 'prince albert', '19th century', 'british monarchy']","From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”",7.0,322,2009-03-04,105.0,"['Emily Blunt', 'Jim Broadbent', 'Mark Strong']",Jean-Marc Vallée,68269,962736,18320
22787,Whiteout,"['Action', 'Crime', 'Mystery', 'Thriller']","['airplane', 'based on comic book', 'corpse', 'stich']","The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good – in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",5.3,220,2009-09-09,101.0,"['Kate Beckinsale', 'Gabriel Macht', 'Tom Skerritt']",Dominic Sena,71573,365929,22787
8967,The Tree of Life,"['Drama', 'Fantasy']","['philosophy', 'father son relationship', 'red hair', 'brother sister relationship', 'sun', 'telegram', 'tree', 'meteor', 'afterlife', 'death of a child', 'independent film', 'spirituality', 'outer space', 'dinosaur', 'voice over', 'very little dialogue', 'tarkovskyesque']","The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",6.5,987,2011-05-18,139.0,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain']",Terrence Malick,86898,478304,8967
37498,Knock Off,"['Action', 'Adventure', 'Thriller']","['parking garage', 'freighter', 'fundraiser']","Marcus Ray (Jean-Claude Van Damme), a sales representative for ""V SIX"" jeans, and his partner, Tommy Hendricks (Rob Schneider), are about to be busted for selling ""knock off"" jeans. Their American contact, Karan Leigh, who by the way is not only their employer but a CIA agent sent to find the mole in their operation, is threatening them with a jail term if they do not prove their innocence.",4.7,64,1998-09-04,91.0,"['Jean-Claude Van Damme', 'Lela Rochon', 'Paul Sorvino']",Tsui Hark,2196,120724,37498
144336,Sabotage,"['Action', 'Drama', 'Thriller', 'Crime']","['drug cartel', 'dea']","In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",5.5,555,2014-03-28,110.0,"['Arnold Schwarzenegger', 'Sam Worthington', 'Mireille Enos']",David Ayer,109072,1742334,144336
9616,The Order,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']","['riddle', 'rome', 'vatican', 'secret organization', 'investigation', 'sin', 'repentance', 'priest', 'psychological thriller', 'violence', 'catholic church', 'sin eater', 'mentor protégé relationship', 'reference to god', 'suspicious death']","For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",4.8,91,2003-09-05,102.0,"['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann']",Brian Helgeland,6703,304711,9616
13056,Punisher: War Zone,"['Action', 'Crime']","['broken neck', 'fbi agent', 'wall safe', 'trashed house', 'aerial shot', 'military dress uniform', 'vanity', 'flare', 'woman director']","Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",5.6,294,2008-12-05,102.0,"['Ray Stevenson', 'Dominic West', 'Julie Benz']",Lexi Alexander,64231,450314,13056
14113,Zoom,"['Family', 'Fantasy', 'Comedy']","['superhero', 'kids and family']","Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. Based on Jason Lethcoe's graphic novel ""Zoom's Academy for the Super Gifted"".",4.9,135,2006-08-11,83.0,"['Tim Allen', 'Courteney Cox', 'Chevy Chase']",Peter Hewitt,47384,383060,14113
285783,The Walk,"['Adventure', 'Drama', 'Thriller']","['1970s', 'skyscraper', 'based on true story', 'tightrope', 'planning', 'world trade center']",The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,6.9,1121,2015-09-30,123.0,"['Joseph Gordon-Levitt', 'Ben Kingsley', 'Charlotte Le Bon']",Robert Zemeckis,138208,3488710,285783
49478,Warriors of Virtue,"['Fantasy', 'Family', 'Action']","['american football', 'mythology', 'chinese food', 'kangaroo']","A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",4.7,9,1997-05-02,103.0,"['Angus Macfadyen', 'Mario Yedidia']",Ronny Yu,1525,120479,49478
9726,A Good Year,"['Comedy', 'Drama', 'Romance']","['provence', 'wine cellar', 'vineyard', 'wine garden', 'wine', 'winegrower']","Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",6.5,357,2006-09-09,118.0,"['Russell Crowe', 'Marion Cotillard', 'Albert Finney']",Ridley Scott,49130,401445,9726
20763,Radio Flyer,['Drama'],"['step father', 'physical abuse', 'abuse']","A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety.",6.6,53,1992-02-21,114.0,"['Elijah Wood', 'Lorraine Bracco', 'Adam Baldwin']",Richard Donner,7030,105211,20763
9702,Bound by Honor,"['Action', 'Crime', 'Drama', 'Thriller']","['juvenile prison', 'artist', 'jail', 'east l.a.', 'hood', 'gang', 'youth gang', 'racism', 'drug', 'mexican american', 'barrio', 'police shootout', 'cholo', 'lowrider']","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",7.7,115,1993-02-05,180.0,"['Damian Chapa', 'Jesse Borrego', 'Benjamin Bratt']",Taylor Hackford,3761,106469,9702
9311,Smilla's Sense of Snow,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['copenhagen', 'inuit', 'comet', 'arctic', 'snow']","Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear.",6.6,60,1997-02-13,121.0,"['Julia Ormond', 'Gabriel Byrne', 'Richard Harris']",Bille August,1480,120152,9311
9280,Femme Fatale,"['Thriller', 'Crime', 'Romance']","['paris', 'france', 'new identity', 'paparazzi', 'cannes']","A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",6.2,142,2002-11-06,114.0,"['Rebecca Romijn', 'Antonio Banderas', 'Peter Coyote']",Brian De Palma,5809,280665,9280
26843,Lion of the Desert,"['Action', 'History', 'War']","['italy', 'middle east', 'resistance', 'world war ii', 'libya', 'benito mussolini', 'based on true story', 'guerrilla warfare']","This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",7.4,34,1981-04-17,173.0,"['Anthony Quinn', 'Rod Steiger', 'Oliver Reed']",Moustapha Akkad,5196,81059,26843
11876,The Horseman on the Roof,"['War', 'Adventure', 'Drama', 'Romance']","['italian', 'new love', 'provence', 'horse', 'exile']","In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",6.7,25,1995-09-20,135.0,"['Juliette Binoche', 'Olivier Martinez', 'Pierre Arditi']",Jean-Paul Rappeneau,715,113362,11876
22267,Ride with the Devil,"['Drama', 'War', 'Romance', 'Western']","['civil war', 'friends', 'bush whacker', 'raid']","Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.",6.6,49,1999-11-24,138.0,"['Tobey Maguire', 'Skeet Ulrich', 'Jeffrey Wright']",Ang Lee,3117,134154,22267
45958,Biutiful,['Drama'],"['immigrant', 'illegal immigrant', 'chinese', 'single father']","This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",7.0,291,2010-10-20,148.0,"['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib']",Alejandro González Iñárritu,81819,1164999,45958
1969,Bandidas,"['Action', 'Comedy', 'Western', 'Crime']","['mexico', 'bank robber', 'revenge', 'best friend', 'bank robbery', 'bank vault', 'steam locomotive']","Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.",5.8,307,2006-01-18,93.0,"['Penélope Cruz', 'Salma Hayek', 'Dwight Yoakam']",Joachim Rønning,43419,416496,1969
310706,Black Water Transit,"['Drama', 'Crime']",[],"In this action thriller set in post-Katrina New Orleans, business owner Jack Vermillion (Laurence Fishburne) is struggling to run a legitimate shipping company while bad guy Ernest Pike (Karl Urban) is struggling to get his family's illegal gun collection out of the country. When their paths collide, Jack realizes that exposing Pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly.",0.0,0,2009-05-13,100.0,"['Laurence Fishburne', 'Karl Urban', 'Brittany Snow']",Tony Kaye,189921,490087,310706
198663,The Maze Runner,"['Action', 'Mystery', 'Science Fiction', 'Thriller']","['based on novel', 'maze', 'post-apocalyptic', 'dystopia', 'escape', 'memory loss', 'erased memory', 'trapped', 'dystopic future', 'runner', 'based on young adult novel']","Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",7.0,5371,2014-09-10,113.0,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario']",Wes Ball,114180,1790864,198663
239573,Unfinished Business,['Comedy'],"['europe', 'business trip']","A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.",5.0,320,2015-03-05,91.0,"['Vince Vaughn', 'Dave Franco', 'James Marsden']",Ken Scott,129737,2358925,239573
10436,The Age of Innocence,"['Drama', 'Romance']","['upper class', 'new york', 'lover', 'countess', 'lawyer', '19th century']","Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",7.0,169,1993-09-17,139.0,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']",Martin Scorsese,412,106226,10436
1381,The Fountain,"['Drama', 'Adventure', 'Science Fiction', 'Romance']","['brain tumor', 'operation', 'queen', ""love of one's life"", 'surgeon', 'tree', 'dying and death', 'transience', 'immortality', 'maya civilization', 'monkey', 'conquest']","Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",6.8,827,2006-09-06,96.0,"['Hugh Jackman', 'Rachel Weisz', 'Ellen Burstyn']",Darren Aronofsky,48043,414993,1381
2162,Chill Factor,"['Action', 'Comedy', 'Thriller']",[],A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,5.3,29,1999-09-01,101.0,"['Cuba Gooding Jr.', 'Skeet Ulrich', 'Peter Firth']",Hugh Johnson,2835,163579,2162
127493,Stolen,"['Action', 'Crime', 'Drama', 'Thriller']","['taxi driver', 'thief', 'fbi agent']","A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",5.1,344,2012-05-17,96.0,"['Nicolas Cage', 'Malin Åkerman', 'Josh Lucas']",Simon West,98054,1656186,127493
12429,Ponyo,"['Animation', 'Family']","['mother', 'fish', 'cliff', 'father', 'mermaid', 'princess', 'anime']","The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",7.5,926,2008-07-19,100.0,"['Yuria Nara', 'Hiroki Doi', 'George Tokoro']",Hayao Miyazaki,65261,876563,12429
228205,The Longest Ride,"['Drama', 'Romance']","['based on novel', 'art student', 'cowboy', 'injury', 'bull riding', 'romantic drama', 'young adult']",The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,7.3,1064,2015-04-09,128.0,"['Scott Eastwood', 'Britt Robertson']","George Tillman, Jr.",132424,2726560,228205
2900,The Astronaut's Wife,"['Drama', 'Science Fiction', 'Thriller']","['wife husband relationship', 'space travel', 'space', 'mission', 'pregnancy', 'astronaut']","When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",5.4,254,1999-08-26,109.0,"['Johnny Depp', 'Charlize Theron', 'Joe Morton']",Rand Ravich,2827,138304,2900
21311,I Dreamed of Africa,"['Romance', 'Drama', 'Adventure']",['africa'],"Inspired by the true story of indomitable Kuki Gallmann, the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in Italy to start anew in the African wilderness with her son, Emanuele, and her new husband, Paolo. Gallmann faces great danger there but eventually becomes a celebrated conservationist.",5.3,18,2000-05-05,114.0,"['Kim Basinger', 'Vincent Pérez', 'Liam Aiken']",Hugh Hudson,3579,167203,21311
77875,Playing for Keeps,"['Comedy', 'Romance']","['mother', 'father son relationship', 'field', 'athlete', 'soccer', 'parent', 'penalty kick']",A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,5.4,240,2012-11-29,106.0,"['Gerard Butler', 'Jessica Biel', 'Uma Thurman']",Gabriele Muccino,99087,1540128,77875
192136,Mandela: Long Walk to Freedom,"['Drama', 'History']","['prison', 'south africa', 'apartheid', 'biography', 'nelson mandela', 'historical figure']",A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,6.5,224,2013-12-06,141.0,"['Idris Elba', 'Naomie Harris', 'Tony Kgoroge']",Justin Chadwick,106839,2304771,192136
18254,Reds,"['Drama', 'History']","['journalist', 'russian revolution 1917']",A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.,7.1,67,1981-12-25,195.0,"['Warren Beatty', 'Diane Keaton', 'Edward Herrmann']",Warren Beatty,2929,82979,18254
881,A Few Good Men,['Drama'],"['suicide', 'underdog', 'suspicion of murder', 'court case', 'navy', 'law', 'dying and death', 'guantanamo bay', 'marine corps', 'military court', 'code red', 'command', 'military base', 'u.s. navy', 'sexism', 'right and justice', 'based on play', 'court martial', 'flashback', 'platoon leader', 'military law']","When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",7.1,877,1992-12-11,138.0,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore']",Rob Reiner,2268,104257,881
10877,Exit Wounds,"['Action', 'Crime', 'Thriller']","['corruption', 'scandal', 'shadowing', 'police']","Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",5.3,110,2001-03-13,101.0,"['Steven Seagal', 'DMX', 'Isaiah Washington']",Andrzej Bartkowiak,4224,242445,10877
9600,Big Momma's House,"['Crime', 'Comedy']","['绝地奶霸', '卧底肥妈', 'big爆任务', '超级妈妈']","When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",5.6,506,2000-05-31,98.0,"['Martin Lawrence', 'Nia Long', 'Paul Giamatti']",Raja Gosnell,3646,208003,9600
202575,Thunder and the House of Magic,"['Family', 'Fantasy', 'Animation', 'Adventure']","['magic', '3d']","Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos. Not everyone welcomes the new addition to the troupe as Jack Rabbit and Maggie Mouse plot to evict Thunder. The situation gets worse when the magician lands in hospital and his scheming nephew sees his chance to cash in by selling the mansion. Our young hero is determined to earn his place and so he enlists the help of some wacky magician's assistants to protect his magical new home.",6.3,121,2013-12-24,85.0,"['Brianne Siddall', 'Joey Camen', 'Elisa Gabrielli']",Ben Stassen,132977,3148834,202575
71469,The Darkest Hour,"['Horror', 'Action', 'Thriller', 'Science Fiction']","['alien invasion', 'american abroad', 'moscow', 'unlikely heroes', 'failed business']","In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",4.8,469,2011-12-22,89.0,"['Emile Hirsch', 'Rachael Taylor', 'Olivia Thirlby']",Chris Gorak,91660,1093357,71469
85446,Step Up Revolution,"['Music', 'Drama', 'Romance']","['flash mob', 'dance instructor', 'real estate development', 'nike', 'dance company']","Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",6.7,663,2012-07-26,99.0,"['Kathryn McCormick', 'Ryan Guzman', 'Stephen Boss']",Scott Speer,98373,1800741,85446
326,Snakes on a Plane,"['Action', 'Crime', 'Horror', 'Thriller']","['snake', 'suspense', 'fbi agent', 'death', 'animal attack', 'first class', 'duringcreditsstinger', 'snake attack', 'witness to a crime', 'plane']","America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",5.1,497,2006-08-06,105.0,"['Samuel L. Jackson', 'Julianna Margulies', 'Kenan Thompson']",David R. Ellis,46965,417148,326
10685,The Watcher,"['Mystery', 'Thriller']","['chicago', 'fbi', 'menace', 'covered investigation', 'state of emergency', 'investigation', 'suspense', 'serial killer', 'little girl', 'psychiatrist', 'fbi agent', 'psychotherapy']","FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",4.9,110,2000-09-08,96.0,"['James Spader', 'Keanu Reeves', 'Marisa Tomei']",Joe Charbanic,3895,204626,10685
7220,The Punisher,"['Action', 'Crime', 'Drama']","['chain', 'submachine gun', 'undercover', 'smuggling', 'twin brother', 'marvel comic', 'one man army', 'massacre', 'extreme violence', 'family reunion', 'pier']","When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",6.1,766,2004-04-15,124.0,"['Thomas Jane', 'John Travolta', 'Will Patton']",Jonathan Hensleigh,7439,330793,7220
9763,Goal!: The Dream Begins,['Drama'],"['restaurant', 'sport', 'coach', 'athlete', 'newcastle united', 'computer games']","Like millions of kids around the world, Santiago harbors the dream of being a professional footballer...However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",6.6,238,2005-06-06,118.0,"['Kuno Becker', 'Alessandro Nivola', 'Anna Friel']",Danny Cannon,38388,380389,9763
72387,Safe,"['Action', 'Crime', 'Thriller']",['broken trachea'],"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",6.3,799,2012-04-16,94.0,"['Jason Statham', 'Chris Sarandon', 'James Hong']",Boaz Yakin,94405,1656190,72387
12596,Pushing Tin,"['Comedy', 'Drama']","['competition', 'airport', 'air controller', 'adversary']","Two air traffic controllers (John Cusack, Billy Bob Thornton) who thrive on living dangerously compete to outdo each other on several levels.",5.7,116,1999-04-23,124.0,"['John Cusack', 'Billy Bob Thornton', 'Cate Blanchett']",Mike Newell,2598,120797,12596
1892,Return of the Jedi,"['Adventure', 'Action', 'Science Fiction']","['rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera']","As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",7.9,4665,1983-05-23,135.0,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",Richard Marquand,1210,86190,1892
